mensaje,spam,label,mensaje_limpio
tu banco te necesita información. ¡confirma ahora! 🔒,1,spam,banco necesita información confirma ahora
¡código: xxx! accede a secretos de cocina 🤫,1,spam,código xxx accede secretos cocina
"descarga esta app gratis, es de univaticio 🤔",1,spam,descarga app gratis univaticio
¡carita nueva! suscríbete a este video de 18+ 💦,1,spam,carita nueva suscríbete video 18
¡lo único! ¡compra ahora y vive gratis en la playa! 🏖️🔥,1,spam,único compra ahora vive gratis playa
¡oportunidad única! invierte en fondos de νόminas 📈,1,spam,oportunidad única invierte fondos minas
¿tienes este cupón? 🎁 ¡gana 100€ gratis! 🎉,1,spam,cupón gana 100 gratis
¡hazle clic aquí para jugar el mejor juego del mundo! 🎮💰,1,spam,hazle clic aquí jugar mejor juego mundo
¡tu premio! selecciona los números y gana ahora 🎲,1,spam,premio selecciona números gana ahora
¡oficina de seguros corta! ¿cambiarás de compañía? 🏢➡️📞,1,spam,oficina seguros corta cambiarás compañía
"hola, ¿cómo está todo el mundo? ¿quieres jugar al fútbol este fin de semana?",0,ham,hola cómo mundo quieres jugar fútbol fin semana
"llegará lluvia mañana, packea ropa caliente.",0,ham,llegará lluvia mañana packea ropa caliente
"receta de guacamole famosa, prueba con aguacate de la huerta.",0,ham,receta guacamole famosa prueba aguacate huerta
"el partido de la selección es al mediodía, no faltarás, ¿verdad?",0,ham,partido selección mediodía faltarás verdad
"prueba este café nuevo, está excellent. ¿qué te parece visitar la cháchara esta mañana?",0,ham,prueba café nuevo excellent parece visitar cháchara mañana
¿necesitas ayuda con el proyecto? puedo revisar el código que hiciste ayer.,0,ham,necesitas ayuda proyecto puedo revisar código hiciste ayer
"hoy es mi cumpleaños, ¡quiéreis que me compláis! 🎁",0,ham,hoy cumpleaños quiéreis compláis
trayecto de mi vuelo está en grupo 5. aterrizaremos a las 19:30.,0,ham,trayecto vuelo grupo aterrizaremos 1930
"recomiendo esta biblioteca, hay libros de programación muy buenos.",0,ham,recomiendo biblioteca libros programación buenos
¿tienes alguna sugerencia para el picnic del domingo? estoy buscando ideas.,0,ham,alguna sugerencia picnic domingo buscando ideas
el gato fuertado fue devuelto hoy. cuenta conmigo si quieres verlo.,0,ham,gato fuertado devuelto hoy cuenta conmigo si quieres verlo
¿qué opinas sobre el nombre nicolás? tengo que elegir entre dos nombres.,0,ham,opinas nombre nicolás elegir dos nombres
"encontré un libro interesante en la biblioteca, ¿te gustaría que te lo recomiende?",0,ham,encontré libro interesante biblioteca gustaría recomiende
"¡oferta exclusiva! recibirás $1,000,000 si respondes con tu número de cuenta bancaria y código de seguridad. ¡actúa rápido!",1,spam,oferta exclusiva recibirás 1000000 si respondes número cuenta bancaria código seguridad actúa rápido
"¡únete a mi negocio de donde inviertes $500 y ganas $5,000 al mes! 10 personas más y comenzamos. ¡convirtiéndote en socio!",1,spam,únete negocio inviertes 500 ganas 5000 mes 10 personas comenzamos convirtiéndote socio
¿quieres ganar un premio gordo? ¡haz clic aquí! 🎉💰✨ (oferta válida por 24h),1,spam,quieres ganar premio gordo haz clic aquí oferta válida 24h
¡acturación! tu iphone está infectado con un virus. descarga ahora este actualización urgente y paga con western union: link.apego,1,spam,acturación iphone infectado virus descarga ahora actualización urgente paga western union linkapego
¡gracias por tu confianza! enviamos un bono del 20% al compartir tus datos personales. ¡solo 3 lugares disponibles!,1,spam,gracias confianza enviamos bono 20 compartir datos personales solo lugares disponibles
¡tú ganaste un viaje gratis a cancún! solo necesito tu ccd y fecha de nacimiento para confirmar. ¡no te lo pierdas!,1,spam,ganaste viaje gratis cancún solo necesito ccd fecha nacimiento confirmar pierdas
¡cuidado! tu banca digital está bloqueada. ingresa a este link para recuperar tu dinero: sito-falso.org,1,spam,cuidado banca digital bloqueada ingresa link recuperar dinero sitofalsoorg
¡ofrecemos productos revolucionarios que curan el cáncer! solo tiene que pagar $999 y se te enviarán 100 unidades. ¡garantía del 100%!,1,spam,ofrecemos productos revolucionarios curan cáncer solo pagar 999 enviarán 100 unidades garantía 100
"¡necesito tu ayuda! soy un príncipe en nigeria y necesito préstamo de $5,000 para liberar a mi familia. ¡te devolveré el dinero al triplicarlo!",1,spam,necesito ayuda príncipe nigeria necesito préstamo 5000 liberar familia devolveré dinero triplicarlo
¡haz clic en este enlace y recibe 100€ gratis! 🎁✨⚡ (promoción válida hasta condiciones complejas),1,spam,haz clic enlace recibe 100 gratis promoción válida condiciones complejas
"¡tu sobrino está en peligro! paga $2,000 al responder este mensaje para liberarlo. ¡el tiempo cuela!",1,spam,sobrino peligro paga 2000 responder mensaje liberarlo tiempo cuela
¡publicamos en nuestra página un trabajo 'reino de miliones'! solo puedes conseguirlo si respondes con tu rut y contraseña. ¡escaso stock!,1,spam,publicamos página trabajo reino miliones solo puedes conseguirlo si respondes rut contraseña escaso stock
"¡comprarías este curso? costará $50 y te enseñaré a ganar $10,000 al día. ¡haz clic aquí y transformate!",1,spam,comprarías curso costará 50 enseñaré ganar 10000 día haz clic aquí transformate
¡hola! ¿te gustaría ganar frecuentemente? te envíaremos un mensaje diario con códigos de descuento exclusivos. ¡solo por enviar tu correo!,0,ham,hola gustaría ganar frecuentemente envíaremos mensaje diario códigos descuento exclusivos solo enviar correo
"voy a la playa este fin de semana. traigo ensalada y refrescos, ¿te animas?",0,ham,voy playa fin semana traigo ensalada refrescos animas
publicación: retirada de bookstores de novelas mechanics de 2-5$. recuerda mostrar cupón en caja. ¡hasta el viernes!,0,ham,publicación retirada bookstores novelas mechanics 25 recuerda mostrar cupón caja viernes
¡nuevo partido de fútbol hoy a las 3 pm en el parque! ¡c neufles vs. r chivas! ¡lleva toallas!,0,ham,nuevo partido fútbol hoy pm parque neufles vs chivas lleva toallas
empezamos grupo de estudio de español novelas. reunión este miércoles 7 pm en cafe del mayor. ¡trae café!,0,ham,empezamos grupo estudio español novelas reunión miércoles pm cafe mayor trae café
¿te sirve el clima hoy? hace 25°c y soleado. ideal para caminar.,0,ham,sirve clima hoy hace 25c soleado ideal caminar
¿ buddhismo para principiantes? clase gratuita este sábado 10 am. lugar: casa de la cultura. ¡ willeveres!,0,ham,buddhismo principiantes clase gratuita sábado 10 am lugar casa cultura willeveres
"receta de tacos de guacamole: 2 aguacates, tortillas, cebolla. ¡muy fácil y delicioso!",0,ham,receta tacos guacamole aguacates tortillas cebolla fácil delicioso
oficina de impuestos cerrada hoy por feriado nacional. notificación oficial.,0,ham,oficina impuestos cerrada hoy feriado nacional notificación oficial
¡semana deของขวัญ! ofreceré 2 mesas de cena gratis si dejas una reseña de 5 estrellas. ¡salvemos los restaurantes!,1,spam,semana ofreceré mesas cena gratis si dejas reseña estrellas salvemos restaurantes
"¡vídeo viral! despierta a tu pareja con este truco. 100,000 likes y te doy un youtube. ¡sigue mi canal!",0,ham,vídeo viral despierta pareja truco 100000 likes doy youtube sigue canal
"necesito un amigo para emprender. soy desde jalisco, ¿embarcamos este mes a levou?",0,ham,necesito amigo emprender jalisco embarcamos mes levou
¡gana un iphone 15 gratis! solo haz clic aquí: [enlace]. ⚡📱,1,spam,gana iphone 15 gratis solo haz clic aquí enlace
invierte en un fasting plan de 3 días y duplica tu dinero en 24h. 💰🔥,1,spam,invierte fasting plan días duplica dinero 24h
tu cuenta de banca está bloqueada. verifica tu identidad ahora: enlace urgente! 🛡️,1,spam,cuenta banca bloqueada verifica identidad ahora enlace urgente
oferta exclusiva: 50% off en productos para)_{1} bebé. envío gratis. 🎁,1,spam,oferta exclusiva 50 off productos para1 bebé envío gratis
eres parte de un scheme pirámide exclusivo. invita a 5 amigos y gana $10k mensuales. 🌟,1,spam,parte scheme pirámide exclusivo invita amigos gana 10k mensuales
oferta de disfrazes de halloween para niños. ¡solo hoy disponible! 🎃,0,ham,oferta disfrazes halloween niños solo hoy disponible
la biblioteca publica nuevos libros infantiles este mes. consulta en ramo 4. 📚,0,ham,biblioteca publica nuevos libros infantiles mes consulta ramo
otro esquema de enriquecimiento rápido: paga $50 para recibir $100 en 48h. garantizado. ❓,1,spam,esquema enriquecimiento rápido paga 50 recibir 100 48h garantizado
hoy es día de recordar a los caídos en la guerra. ¡celebra con acciones! 🏴‍☠️,0,ham,hoy día recordar caídos guerra celebra acciones
¡descarga nuestra app para acceder a ofertas vip! enlace: [link_spam]. 💸,1,spam,descarga app acceder ofertas vip enlace linkspam
artículo sobre cómo cultivar tomates orgánicos en casa. consejos de un horticultor. 🌱,0,ham,artículo cómo cultivar tomates orgánicos casa consejos horticultor
oferta de vacaciones en cancún: viaje por $500 por persona. ¡oferta por tiempo limitado! 🏖️,1,spam,oferta vacaciones cancún viaje 500 persona oferta tiempo limitado
el cine local estrena una nueva comedia este viernes. gran éxito garantizado. 🎬,0,ham,cine local estrena nueva comedia viernes gran éxito garantizado
¡nuevo curso de spanish en línea! inscripción abierta. traducción gratuita inclusa. 🌎,0,ham,nuevo curso spanish línea inscripción abierta traducción gratuita inclusa
alternativa a las redes sociales: app de meditación sin anuncios. ¡descárgala ya! 🧘,1,spam,alternativa redes sociales app meditación anuncios descárgala
noticia: la tasa de desempleo subió al 12% en la región. análisis económico. 📉,0,ham,noticia tasa desempleo subió 12 región análisis económico
oferta: envía 100 hashes para ganar un premio de $1m. 🧠💡,1,spam,oferta envía 100 hashes ganar premio 1m
hoy salimos a caminar al parque. llevamos abanicos. ☀️,0,ham,hoy salimos caminar parque llevamos abanicos
fraude: servicio técnico falso que pide acceso remoto a tu computadora. ¡no lo respondas! ⚠️,0,ham,fraude servicio técnico falso pide acceso remoto computadora respondas
promoción: suscríbete a nuestro newsletter y recibe cupones semanales. ✅,1,spam,promoción suscríbete newsletter recibe cupones semanales
artículo de moda: cómo combinar jeans con productos sostenibles. 👖,0,ham,artículo moda cómo combinar jeans productos sostenibles
¡oferta de토 který para celulares! solo 3 días disponibles. 😱,1,spam,oferta kter celulares solo días disponibles
mensaje de un amigo: ¿te gustaría un café este fin de semana? 😊,0,ham,mensaje amigo gustaría café fin semana
oferta: cursos de marketing digital con garantía del 100%. inversión mínima $20. 💼,1,spam,oferta cursos marketing digital garantía 100 inversión mínima 20
noticia de salud: ¿sabías que el té verde mejora tu memoria? señores. 🧠,0,ham,noticia salud sabías té verde mejora memoria señores
¡oferta limitada! compra ahora nuestro suplemento milagroso y gana dinero rápido. haz clic aquí: http://bit.ly/gana2000 y empieza a obtener beneficios hoy mismo!!! #money #fastcash,1,spam,oferta limitada compra ahora suplemento milagroso gana dinero rápido haz clic aquí httpbitlygana2000 empieza obtener beneficios hoy mismo money fastcash
descubre el secretito para triplicar tus ganancias en una semana sin esfuerzo. inscríbete ahora y recibirás un ebook exclusivo. regístrate en: www.ganaconme.com,1,spam,descubre secretito triplicar ganancias semana esfuerzo inscríbete ahora recibirás ebook exclusivo regístrate wwwganaconmecom
urgente: tu cuenta ha sido suspendida! verifica tu información aquí: https://secure-login-paypal.com/verify,1,spam,urgente cuenta sido suspendida verifica información aquí httpssecureloginpaypalcomverify
"publicidad: compra los mejores productos de belleza a precios de descuento, solo por tiempo limitado. llama al 555-1234 para reservar tu muestra gratis.",1,spam,publicidad compra mejores productos belleza precios descuento solo tiempo limitado llama 5551234 reservar muestra gratis
